Nome_Musica,Artista,Genero,Ano,BPM,Energia,Dancabilidade,Valencia,Loudness,Streams,Taxa_Crescimento,Qtd_Playlists,Compartilhamentos,Taxa_Skip,Taxa_Replay,Popularidade
Blinding Lights,The Weeknd,Hip-Hop,2024,128,0.53,0.75,0.38,-15.47,59853626,0.08,276,65746,0.03,0.96,53
Girls Like You,Maroon 5,Pop,1995,159,0.89,0.84,0.8,-56.07,265053524,0.13,168,140673,0.61,0.99,62
Grenade,Bruno Mars,Eletrônica,1987,77,0.49,0.64,0.2,-46.84,304605889,0.83,77,42475,0.09,0.79,63
Bohemian Rhapsody,Queen,Rock,1994,71,0.68,0.3,0.17,-27.13,448526989,0.79,118,84250,0.0,0.77,60
Gold Digger,Kanye West,Hip-Hop,2019,175,0.69,0.31,0.61,-50.97,701595144,0.83,57,70260,0.49,0.59,61
Don't Stop Me Now,Queen,Hip-Hop,1987,105,0.71,0.78,0.38,-46.31,4191999,0.85,96,13135,0.8,0.27,53
Photograph,Ed Sheeran,Hip-Hop,2005,91,0.34,0.73,0.94,-19.05,590507376,0.89,199,14014,0.67,0.77,69
Billie Jean,Michael Jackson,Pop,2022,105,0.4,0.96,0.73,-30.41,275673156,0.45,194,179164,0.7,0.31,52
Diamonds,Rihanna,Pop,1996,113,0.74,0.28,0.68,-15.07,368256684,0.98,122,169551,0.71,0.34,55
Tiny Dancer,Elton John,Eletrônica,1980,113,0.4,0.47,0.87,-25.32,797933276,0.25,37,159838,0.17,0.83,59
Don't Stop Me Now,Queen,R&B,2000,89,0.46,0.85,0.75,-18.98,419352813,0.58,123,148791,0.55,0.44,59
7 rings,Ariana Grande,Pop,2006,178,0.89,0.68,0.41,-36.69,587162486,0.69,288,198893,0.64,0.1,57
Fix You,Coldplay,Pop,1981,145,0.24,1.0,0.7,-24.61,518451489,0.42,85,103365,0.24,0.53,61
Diamonds,Rihanna,R&B,1983,141,0.97,0.99,0.41,-17.85,181389267,0.55,34,26979,0.2,0.65,69
Vogue,Madonna,Rock,2019,113,0.83,0.33,0.91,-9.67,129408413,0.18,262,33628,0.26,0.52,48
Don't Stop Me Now,Queen,Pop,1981,117,0.42,0.59,0.21,-52.56,71541231,0.51,145,114870,0.0,0.82,53
Starboy,The Weeknd,Rock,2002,159,0.53,0.96,0.56,-31.32,101101293,0.06,157,192796,0.71,0.19,40
New Rules,Dua Lipa,Hip-Hop,1981,178,0.5,0.9,0.8,-59.01,211455386,0.05,3,147268,0.73,0.34,44
Hotline Bling,Drake,Hip-Hop,1998,123,0.35,0.51,0.69,-38.32,666792047,0.16,197,190702,0.02,0.14,45
Girls Like You,Maroon 5,Hip-Hop,2006,81,0.46,0.32,0.7,-24.26,363973161,0.93,30,79759,0.04,0.19,55
Perfect,Ed Sheeran,R&B,1980,127,0.77,0.23,0.53,-15.24,433259216,0.58,42,96445,0.38,0.45,51
Girls Like You,Maroon 5,Eletrônica,1981,83,0.88,0.43,0.95,-53.37,705573836,0.43,252,56501,0.63,0.34,57
Mamma Mia,ABBA,Rock,2016,135,0.81,0.95,0.47,-5.05,615746743,0.98,138,15676,0.36,0.74,80
Your Song,Elton John,Hip-Hop,1985,91,0.61,0.64,0.56,-58.1,239276873,0.76,277,101199,0.16,0.68,64
Save Your Tears,The Weeknd,Rock,2007,106,0.49,0.28,0.25,-48.62,136885595,0.34,89,103699,0.76,0.99,41
Blinding Lights,The Weeknd,Rock,2008,83,0.67,0.31,0.74,-39.55,784433299,0.4,247,123319,0.11,1.0,65
Gimme Gimme Gimme,ABBA,Eletrônica,2020,169,0.44,0.61,0.11,-4.66,765881758,0.68,137,199730,0.29,0.74,61
Beat It,Michael Jackson,Eletrônica,2024,128,0.53,0.39,0.36,-45.12,566305450,0.09,2,36469,0.53,0.51,40
Umbrella,Rihanna,Rock,2013,95,0.35,0.24,0.78,-31.75,556163731,0.67,257,197889,0.48,0.14,45
Stronger,Kanye West,R&B,1981,91,0.32,0.7,0.38,-15.36,260337181,0.03,54,80225,0.01,0.5,43
Lose Yourself,Eminem,Eletrônica,2002,132,0.53,0.64,0.46,-43.15,265252214,0.17,161,46047,0.12,0.14,42
One Dance,Drake,Hip-Hop,1984,162,0.97,0.82,0.97,-26.78,766091978,0.72,76,146810,0.7,0.73,78
Hotline Bling,Drake,R&B,1985,119,0.57,0.71,0.64,-34.94,665336303,0.6,163,70770,0.01,0.22,62
Diamonds,Rihanna,Pop,1997,144,0.43,0.59,0.56,-30.78,591251578,0.31,216,23522,0.09,0.71,57
New Rules,Dua Lipa,Rock,2010,112,0.33,0.89,0.44,-3.35,360633866,0.22,269,175765,0.42,0.92,55
Like a Virgin,Madonna,Pop,1982,99,0.89,0.66,0.57,-4.97,432956069,0.31,277,59866,0.05,0.47,60
God's Plan,Drake,R&B,2004,75,0.49,0.79,0.33,-9.69,601537203,0.16,208,81315,0.63,0.88,54
Thriller,Michael Jackson,Eletrônica,2004,135,0.24,0.45,0.45,-17.82,598900835,0.71,282,93406,0.42,0.64,54
Sugar,Maroon 5,R&B,1986,76,0.65,0.82,0.61,-15.93,308581519,0.01,255,80907,0.76,0.05,39
Don't Start Now,Dua Lipa,Eletrônica,1988,73,0.59,0.45,0.65,-28.74,501627478,0.97,126,138160,0.14,0.12,60
Girls Like You,Maroon 5,Eletrônica,2007,156,0.62,0.59,0.83,-58.0,429713991,0.34,71,114326,0.66,0.66,54
Dakiti,Bad Bunny,Pop,1988,166,0.42,0.5,0.68,-44.27,500086386,0.6,136,54777,0.34,0.05,48
Stronger,Kanye West,Rock,2001,141,0.23,0.34,0.89,-11.7,283882720,0.3,139,96932,0.68,0.2,34
Yellow,Coldplay,Eletrônica,1982,71,0.44,0.97,0.13,-19.19,35466088,0.11,44,154268,0.56,0.49,41
Halo,Beyoncé,Hip-Hop,1995,157,0.55,0.53,0.32,-49.13,622840359,0.81,232,72649,0.0,0.28,60
Single Ladies,Beyoncé,Rock,1987,159,0.89,0.35,0.67,-35.44,96201050,0.37,90,5744,0.6,0.26,43
Viva La Vida,Coldplay,Rock,2017,91,0.32,0.27,0.61,-22.79,550874617,0.48,195,175454,0.46,0.48,45
Vogue,Madonna,Eletrônica,2024,140,0.74,0.98,0.72,-38.08,278873823,0.26,296,22170,0.04,0.15,58
Lose Yourself,Eminem,Rock,1988,111,0.43,0.8,0.52,-45.19,16832079,0.12,29,15102,0.27,0.36,42
God's Plan,Drake,Hip-Hop,1983,165,1.0,0.25,0.92,-25.29,771631749,0.82,179,141841,0.72,0.2,61
Starboy,The Weeknd,Hip-Hop,2024,146,0.56,0.49,0.68,-2.69,373192355,0.34,36,98903,0.7,0.73,50
Umbrella,Rihanna,Eletrônica,1993,95,0.8,0.9,0.59,-52.5,532743426,0.95,13,157552,0.21,0.3,73
Positions,Ariana Grande,Eletrônica,2015,102,0.5,0.71,0.59,-57.06,659859745,0.71,165,72486,0.69,0.86,66
One Dance,Drake,Eletrônica,1994,62,0.56,0.72,0.83,-53.82,354992932,0.85,1,108262,0.69,0.84,68
Positions,Ariana Grande,R&B,2012,120,0.28,0.62,0.51,-36.08,547723558,0.67,66,40838,0.57,0.09,47
Gold Digger,Kanye West,Pop,2014,71,0.3,0.93,0.58,-20.02,447029799,0.25,199,193136,0.12,0.09,49
Girls Like You,Maroon 5,Rock,1993,97,0.9,0.81,0.74,-28.92,23926679,0.72,175,156736,0.39,0.86,70
Uptown Funk,Bruno Mars,Pop,1995,90,0.59,0.35,0.22,-52.86,356055647,0.5,113,20870,0.15,0.47,48
God's Plan,Drake,Pop,1994,177,0.64,0.77,0.57,-19.15,270780110,0.86,11,1508,0.02,0.52,68
Viva La Vida,Coldplay,Eletrônica,2009,111,0.3,0.42,0.74,-54.03,498203711,0.44,85,44956,0.55,0.6,48
Positions,Ariana Grande,Hip-Hop,2017,63,0.55,0.34,0.73,-13.3,17124681,0.96,126,55190,0.77,0.05,44
God's Plan,Drake,Eletrônica,1994,96,0.71,0.78,0.63,-21.66,400005043,0.3,36,70174,0.12,0.01,52
Yonaguni,Bad Bunny,Hip-Hop,2011,112,0.73,0.84,1.0,-35.89,85432383,0.54,145,34249,0.31,0.31,61
Shape of You,Ed Sheeran,Eletrônica,1990,156,0.92,0.7,0.83,-21.37,776723362,0.32,233,14892,0.34,0.77,70
Vogue,Madonna,Eletrônica,1981,172,0.85,0.55,0.23,-6.18,544692172,0.62,25,22486,0.75,0.65,57
Starboy,The Weeknd,Rock,2018,109,0.24,0.78,0.57,-55.86,277135659,0.31,198,762,0.36,0.3,45
Diamonds,Rihanna,Pop,2013,116,0.61,0.6,0.89,-3.24,356425876,0.12,12,171249,0.62,0.26,44
Sorry,Justin Bieber,R&B,1980,137,0.41,0.34,0.61,-28.6,740452430,0.63,94,58687,0.13,0.03,50
Dancing Queen,ABBA,R&B,2010,73,0.22,0.52,0.85,-6.57,227317253,0.19,239,25013,0.8,0.18,33
Your Song,Elton John,Hip-Hop,1984,173,0.73,0.75,0.29,-57.13,305698769,0.25,234,82130,0.61,0.61,50
Like a Virgin,Madonna,Rock,2024,153,0.81,0.24,0.74,-47.94,30662735,0.61,154,141953,0.41,0.12,44
We Will Rock You,Queen,R&B,2021,130,0.22,0.69,0.54,-26.05,575233997,0.68,63,92693,0.09,0.46,59
Sorry,Justin Bieber,Rock,1983,138,0.72,0.56,0.33,-12.31,403227562,0.66,200,141884,0.55,0.75,59
Vogue,Madonna,R&B,1991,107,0.76,0.88,0.62,-55.31,726778489,0.11,224,108916,0.09,0.07,56
Without Me,Eminem,Rock,1999,175,0.73,0.51,0.78,-5.07,792431113,0.21,81,196455,0.31,0.32,54
Heartless,Kanye West,Hip-Hop,1986,63,0.86,0.57,0.88,-35.32,650650935,0.09,131,33337,0.33,0.33,54
Anti-Hero,Taylor Swift,R&B,2013,130,0.47,0.8,0.8,-39.08,333001446,0.25,113,28431,0.04,0.8,61
Positions,Ariana Grande,Hip-Hop,2015,121,0.58,0.62,0.31,-51.55,691423219,0.8,125,161514,0.57,0.43,59
Photograph,Ed Sheeran,R&B,2002,64,0.27,0.59,0.5,-25.49,613388809,0.8,180,48773,0.66,0.01,48
Your Song,Elton John,Pop,1994,140,0.37,0.76,0.52,-11.06,623285898,0.8,45,9730,0.71,0.89,65
Hung Up,Madonna,R&B,2023,141,0.54,0.51,0.48,-49.46,176373867,0.33,35,43310,0.73,0.23,38
Stronger,Kanye West,Hip-Hop,1985,118,0.77,0.31,0.4,-53.85,446743790,0.21,119,161696,0.14,0.67,50
Umbrella,Rihanna,Hip-Hop,1983,169,0.23,0.31,0.64,-3.35,456899865,0.19,73,30966,0.43,0.44,37
New Rules,Dua Lipa,R&B,1987,77,0.71,0.97,0.93,-46.74,137612076,0.56,165,44132,0.54,0.98,71
One Dance,Drake,R&B,2020,140,0.22,0.29,0.74,-16.72,443106657,0.06,45,103698,0.16,0.85,44
Halo,Beyoncé,Hip-Hop,1995,63,0.91,0.93,0.45,-10.41,251076948,0.37,281,143666,0.1,0.33,61
Shape of You,Ed Sheeran,R&B,2003,144,0.4,0.32,0.63,-37.55,418496366,0.01,258,178758,0.09,0.75,44
Gimme Gimme Gimme,ABBA,Hip-Hop,2009,125,0.25,0.34,0.92,-0.65,403409608,0.58,268,93667,0.27,0.1,45
Shape of You,Ed Sheeran,Eletrônica,2020,85,0.29,0.29,0.66,-25.1,393803380,0.51,193,58783,0.55,0.81,48
Positions,Ariana Grande,Rock,1990,118,0.51,0.79,0.86,-17.29,327972223,0.71,2,126961,0.36,0.88,69
Vogue,Madonna,Hip-Hop,2000,161,0.42,0.75,0.36,-10.29,593041503,0.47,239,138336,0.55,0.31,50
Your Song,Elton John,R&B,1991,69,0.86,0.58,0.68,-56.71,278447315,0.92,220,87659,0.33,0.07,60
Blinding Lights,The Weeknd,R&B,2013,71,0.74,0.98,0.2,-22.05,259869258,0.89,174,124006,0.75,0.78,67
Thriller,Michael Jackson,Hip-Hop,2000,143,0.49,0.21,0.67,-23.7,140368955,0.87,226,179908,0.29,0.4,50
Vogue,Madonna,Rock,1991,147,0.5,0.9,0.95,-38.77,96246394,0.79,10,114137,0.33,0.02,59
7 rings,Ariana Grande,Rock,2020,132,0.9,0.36,0.42,-31.39,185077562,0.81,73,131919,0.44,0.25,52
24K Magic,Bruno Mars,Hip-Hop,2005,136,0.86,0.3,0.53,-52.2,294612400,0.08,21,76477,0.7,0.07,33
Blinding Lights,The Weeknd,R&B,2003,100,0.25,0.5,0.89,-54.48,236420990,0.19,103,110293,0.09,0.59,47
Dancing Queen,ABBA,Rock,2016,143,0.63,0.81,0.76,-48.99,77650609,0.45,126,109548,0.44,0.29,53
Sorry,Justin Bieber,Hip-Hop,1991,129,0.56,0.72,0.66,-14.96,396856660,0.17,291,91791,0.39,0.14,45
Dakiti,Bad Bunny,Eletrônica,1990,157,0.46,0.8,0.54,-59.39,303487395,0.14,193,145087,0.22,0.48,49
Work,Rihanna,R&B,1984,129,0.25,0.9,0.96,-13.51,105318353,0.24,143,155273,0.38,0.29,48
Hotline Bling,Drake,Eletrônica,1990,151,0.8,0.73,0.74,-37.46,467651494,0.26,138,71438,0.21,0.45,59
Heartless,Kanye West,Pop,2016,78,0.34,0.71,0.36,-54.43,688194028,0.89,295,197114,0.59,0.63,62
Vogue,Madonna,Rock,1994,160,0.65,0.29,0.97,-56.08,214494531,0.92,174,147467,0.63,0.43,56
Your Song,Elton John,Hip-Hop,2012,84,0.91,0.53,0.32,-5.6,769915474,0.99,224,122401,0.67,0.28,64
Single Ladies,Beyoncé,R&B,2022,80,0.72,0.37,0.29,-19.92,235101829,0.59,246,23482,0.27,0.68,53
Gimme Gimme Gimme,ABBA,Rock,2023,161,0.22,0.93,0.68,-48.57,345636978,0.03,7,32842,0.54,0.41,44
Girls Like You,Maroon 5,Pop,1985,133,0.86,0.41,0.78,-32.39,366038050,0.36,249,58283,0.47,0.64,55
God's Plan,Drake,R&B,2004,139,0.72,0.91,0.48,-1.94,724440425,0.47,110,57400,0.52,0.24,60
Thriller,Michael Jackson,R&B,2000,117,0.88,0.97,0.21,-11.56,311598689,0.51,197,53859,0.34,0.45,62
Sugar,Maroon 5,Hip-Hop,1998,148,0.36,0.5,0.43,-14.32,487610752,0.81,54,62853,0.58,0.25,49
Perfect,Ed Sheeran,Pop,1988,122,0.6,0.33,0.76,-9.93,240864019,0.54,188,103499,0.39,0.29,47
Shake It Off,Taylor Swift,Hip-Hop,1980,134,0.76,0.36,0.98,-31.56,496705500,0.55,258,132470,0.45,0.95,65
Lose Yourself,Eminem,Pop,1988,68,0.92,0.56,0.52,-11.93,202637693,0.6,37,89607,0.18,0.91,66
Beat It,Michael Jackson,R&B,2021,143,0.26,0.97,0.12,-48.24,724217884,0.04,112,90476,0.1,0.05,44
Single Ladies,Beyoncé,Hip-Hop,1981,164,0.21,0.67,0.6,-40.6,105338659,0.5,77,194676,0.08,0.66,52
Gimme Gimme Gimme,ABBA,Eletrônica,2006,91,0.57,0.52,0.39,-15.0,538859903,0.39,145,198640,0.61,0.84,53
Yellow,Coldplay,Eletrônica,2007,116,0.7,0.59,0.25,-38.12,514164993,0.81,69,124014,0.03,0.77,68
Without Me,Eminem,Eletrônica,1992,93,0.81,0.99,0.27,-21.7,738584138,0.61,23,93582,0.04,0.58,74
Dakiti,Bad Bunny,Rock,2022,77,0.46,0.79,0.26,-30.17,149526658,0.93,261,134165,0.06,0.01,55
Stronger,Kanye West,Rock,1980,77,0.98,0.41,0.56,-40.16,721090052,0.78,177,157573,0.34,0.05,60
Mamma Mia,ABBA,Rock,1984,107,0.35,0.28,0.38,-15.15,208510595,0.28,94,77967,0.77,0.04,25
Umbrella,Rihanna,R&B,2012,160,0.65,0.81,0.82,-1.49,684407889,0.54,214,110732,0.58,0.54,65
Blank Space,Taylor Swift,Eletrônica,2009,152,0.24,0.92,0.85,-25.24,46358762,0.1,56,5867,0.69,0.02,36
Single Ladies,Beyoncé,Hip-Hop,2017,138,0.26,0.36,0.28,-41.49,20130748,0.47,278,50879,0.79,0.52,33
Yonaguni,Bad Bunny,Rock,2021,85,0.66,0.49,0.42,-14.78,527714150,0.65,84,62594,0.73,0.43,52
Photograph,Ed Sheeran,Rock,2024,135,0.59,0.47,0.81,-47.71,249905749,0.96,70,144324,0.69,0.67,61
Tiny Dancer,Elton John,Pop,2016,139,0.28,0.93,0.49,-30.11,102392060,0.67,2,171435,0.27,0.71,60
Don't Stop Me Now,Queen,Eletrônica,2005,146,0.54,0.27,0.19,-56.21,335755727,0.6,95,4316,0.48,0.51,44
Thank U Next,Ariana Grande,Rock,1997,132,0.73,0.51,0.44,-9.27,262252047,0.24,208,129948,0.6,0.6,46
Memories,Maroon 5,Rock,2005,90,0.62,0.77,0.71,-12.26,383245534,0.38,288,19206,0.16,0.53,60
Shake It Off,Taylor Swift,Eletrônica,1992,113,0.68,0.7,0.87,-59.07,634869637,0.93,73,106065,0.79,0.17,64
Vogue,Madonna,Pop,1983,171,0.59,0.51,0.55,-33.53,276167344,0.52,153,188016,0.3,0.99,60
Levitating,Dua Lipa,Rock,2004,161,0.93,0.32,0.44,-21.63,282321163,0.08,295,147650,0.47,0.39,41
Uptown Funk,Bruno Mars,Rock,2014,136,0.32,0.5,0.99,-40.57,558963752,0.49,111,144198,0.05,0.76,62
Memories,Maroon 5,Eletrônica,2017,141,0.62,0.57,0.46,-28.99,370259580,0.4,200,103015,0.41,0.18,46
Perfect,Ed Sheeran,Pop,1992,111,0.5,0.36,0.52,-36.62,420832396,0.18,31,53970,0.15,0.46,44
Sugar,Maroon 5,Rock,1993,158,0.57,0.73,0.77,-53.95,496244617,0.96,1,190327,0.11,0.4,71
Anti-Hero,Taylor Swift,Eletrônica,1984,132,0.55,0.74,0.34,-50.73,670362325,0.12,90,117131,0.02,0.16,49
Memories,Maroon 5,Rock,2005,157,0.63,0.97,0.85,-5.1,520014041,0.77,29,58093,0.32,0.48,73
Blinding Lights,The Weeknd,Eletrônica,1980,62,0.3,0.75,0.63,-43.63,237397316,0.13,299,180320,0.42,0.27,41
Heartless,Kanye West,Pop,1995,88,0.69,0.6,0.33,-47.52,67257630,0.27,183,62651,0.19,0.46,46
Girls Like You,Maroon 5,Rock,1981,137,0.3,0.96,0.69,-12.04,503357276,0.55,94,93221,0.14,0.23,59
Sugar,Maroon 5,Hip-Hop,1997,138,0.88,0.23,0.65,-20.93,645524253,0.84,29,57279,0.43,0.98,69
Blank Space,Taylor Swift,Eletrônica,1989,114,0.49,0.26,0.31,-17.32,777908155,0.46,165,146934,0.16,0.25,46
Tití Me Preguntó,Bad Bunny,R&B,1994,71,0.78,0.28,0.44,-36.66,339000080,0.2,266,163457,0.17,0.36,43
God's Plan,Drake,Pop,1994,177,0.78,0.68,0.49,-49.29,158723910,0.28,167,54930,0.3,0.07,45
One Dance,Drake,Eletrônica,2003,176,0.46,0.91,0.42,-24.31,191680896,0.96,265,198711,0.49,0.08,57
Break My Soul,Beyoncé,Eletrônica,2001,124,0.27,0.64,0.98,-23.94,504126472,0.77,17,4274,0.12,0.84,69
Memories,Maroon 5,Hip-Hop,1985,77,0.56,0.38,0.91,-59.46,299597561,0.62,293,122843,0.13,0.46,56
Uptown Funk,Bruno Mars,Eletrônica,2000,108,0.76,0.36,0.4,-41.1,215060351,0.69,38,26668,0.47,0.98,59
Photograph,Ed Sheeran,Pop,1982,78,0.24,0.92,0.85,-36.8,338515524,0.76,35,180941,0.12,0.6,67
Don't Stop Me Now,Queen,Pop,2024,147,0.21,0.88,0.36,-8.2,356830,0.28,243,194564,0.52,0.58,43
Shape of You,Ed Sheeran,Hip-Hop,2006,124,0.62,0.56,0.89,-53.35,221140835,0.95,58,9812,0.64,0.84,67
Without Me,Eminem,Eletrônica,1998,136,0.76,0.38,0.13,-20.0,669353894,0.42,199,96684,0.36,0.32,48
Peaches,Justin Bieber,Pop,2021,92,0.51,0.52,0.72,-9.96,494875616,0.5,296,56820,0.47,0.38,52
Girls Like You,Maroon 5,Pop,1986,151,0.59,0.21,0.24,-7.25,116595232,0.37,271,100431,0.16,0.99,47
Dancing Queen,ABBA,Hip-Hop,1987,124,0.53,0.72,0.67,-44.87,118337123,0.81,32,193667,0.33,0.27,57
Heartless,Kanye West,R&B,1994,64,0.84,0.95,0.36,-34.01,33333667,0.17,255,60541,0.72,0.09,43
Peaches,Justin Bieber,Pop,2003,171,0.29,0.29,0.95,-56.82,558098286,0.5,196,188776,0.59,0.07,41
Sorry,Justin Bieber,R&B,2010,97,0.93,0.87,0.43,-55.63,481198053,0.14,96,12047,0.49,0.86,62
Perfect,Ed Sheeran,Eletrônica,2018,96,0.84,0.71,0.37,-44.4,357260602,0.23,169,153269,0.67,0.9,56
Umbrella,Rihanna,Pop,1987,124,0.41,0.77,0.26,-14.87,441197127,0.01,279,38322,0.3,0.93,50
Halo,Beyoncé,Pop,2001,141,0.93,0.94,0.95,-36.22,208327510,0.92,29,19976,0.61,0.61,76
Vogue,Madonna,Eletrônica,1981,106,0.68,0.66,0.83,-39.0,254044853,0.03,22,188002,0.78,0.69,48
Dancing Queen,ABBA,Pop,2000,91,0.28,0.6,0.31,-20.4,340824814,0.69,254,61547,0.64,0.99,55
Rap God,Eminem,Eletrônica,1980,157,0.92,0.63,0.32,-34.99,696667662,0.19,164,63102,0.44,0.29,52
Yonaguni,Bad Bunny,Rock,2011,118,0.4,0.34,0.91,-21.73,44246872,0.61,130,99644,0.32,0.34,46
Starboy,The Weeknd,Pop,1991,150,1.0,0.88,0.7,-2.32,133242723,0.55,228,63037,0.06,0.79,73
Memories,Maroon 5,R&B,2011,105,0.64,0.63,0.32,-51.89,393305256,0.28,134,12202,0.09,0.31,49
24K Magic,Bruno Mars,Rock,1982,163,0.45,0.67,0.78,-26.57,298694856,0.94,94,160837,0.7,0.6,62
Baby,Justin Bieber,R&B,2006,136,0.94,0.39,0.66,-21.95,433093921,0.47,63,49949,0.38,0.18,52
Positions,Ariana Grande,Hip-Hop,2011,109,0.49,0.5,0.22,-57.42,42451524,0.39,46,125341,0.28,0.61,44
Bohemian Rhapsody,Queen,Rock,2019,134,0.9,0.29,0.58,-49.19,24479648,0.38,205,180574,0.38,0.86,52
Work,Rihanna,Eletrônica,2016,107,0.62,0.33,0.27,-42.68,550194441,0.45,197,4679,0.26,1.0,56
Gimme Gimme Gimme,ABBA,Hip-Hop,2004,154,0.81,0.93,0.37,-47.39,35935525,0.82,167,3031,0.7,0.05,55
Thank U Next,Ariana Grande,Rock,2015,172,0.68,0.72,0.29,-29.46,642536164,0.52,23,160304,0.5,0.55,59
Dancing Queen,ABBA,Rock,1983,80,0.31,0.91,0.87,-46.13,450462530,0.32,214,83177,0.45,0.03,49
Thank U Next,Ariana Grande,Hip-Hop,1995,141,0.71,0.6,0.36,-58.37,610402553,0.07,77,117173,0.13,0.22,47
Grenade,Bruno Mars,Rock,1996,132,0.62,0.41,0.53,-41.11,221636708,0.47,40,43386,0.28,0.53,50
Perfect,Ed Sheeran,Rock,2022,81,0.91,0.88,0.65,-35.28,348084493,0.49,33,159660,0.05,0.9,74
Uptown Funk,Bruno Mars,Rock,2023,149,0.63,0.44,0.63,-24.72,602296298,0.17,180,76336,0.08,0.96,59
Perfect,Ed Sheeran,Rock,1980,98,0.25,0.95,0.21,-39.28,702245757,0.57,159,157293,0.02,0.67,64
God's Plan,Drake,Hip-Hop,1997,115,0.39,0.37,0.65,-41.41,163167483,0.72,192,140140,0.77,0.29,42
Heartless,Kanye West,R&B,2005,168,0.88,0.83,0.64,-56.65,437097589,0.1,71,184862,0.74,0.02,46
Single Ladies,Beyoncé,Eletrônica,1990,80,0.92,0.23,0.32,-0.15,467343218,0.39,75,179191,0.08,0.05,45
Don't Start Now,Dua Lipa,Hip-Hop,2000,171,0.93,0.43,0.8,-51.42,719451209,0.49,115,176896,0.24,0.83,69
Break My Soul,Beyoncé,Rock,2020,80,0.27,0.31,0.45,-53.29,752167271,0.67,63,88760,0.05,0.41,53
Photograph,Ed Sheeran,Rock,2021,95,0.4,0.71,0.5,-51.49,644109940,0.44,251,166236,0.46,0.48,54
Vogue,Madonna,Pop,2004,118,0.91,0.46,0.99,-54.1,237521146,0.26,255,63152,0.49,0.27,50
Memories,Maroon 5,Eletrônica,1999,176,0.93,0.93,0.95,-25.58,462577086,0.29,260,108229,0.52,0.16,60
Rocket Man,Elton John,Rock,2021,164,0.77,0.25,0.65,-35.88,243847324,0.5,257,57304,0.15,0.4,50
Don't Start Now,Dua Lipa,R&B,2001,133,0.22,0.29,0.29,-46.33,187465100,0.9,212,105352,0.48,0.23,40
Rocket Man,Elton John,Eletrônica,1997,176,0.4,0.73,0.25,-16.38,692188333,0.99,233,111822,0.04,0.12,62
Like a Virgin,Madonna,Rock,2018,111,0.6,0.56,0.83,-16.88,728718086,0.42,167,48507,0.54,0.37,56
Halo,Beyoncé,Hip-Hop,2007,114,0.7,0.4,0.81,-48.92,262372541,0.37,75,193384,0.33,0.73,54
Don't Stop Me Now,Queen,R&B,1989,169,0.66,0.58,0.65,-29.19,669389328,0.32,175,83169,0.32,0.57,58
We Will Rock You,Queen,Rock,1995,118,0.26,0.32,0.93,-7.17,775417239,0.92,231,125993,0.67,0.34,56
Thank U Next,Ariana Grande,R&B,2005,163,0.87,0.34,0.28,-7.25,278388999,0.47,154,122590,0.08,0.06,45
Halo,Beyoncé,Rock,2021,75,0.23,0.52,0.16,-2.26,557443793,0.36,64,187764,0.07,0.6,47
Don't Stop Me Now,Queen,Pop,1999,134,0.4,0.35,0.82,-8.26,595355649,0.74,285,186438,0.39,0.44,56
Viva La Vida,Coldplay,Hip-Hop,2015,133,0.2,0.32,0.85,-6.31,369911008,0.87,236,107016,0.55,0.75,55
Halo,Beyoncé,Eletrônica,1981,66,0.35,0.93,0.11,-42.82,496013667,0.87,97,75047,0.21,0.23,59
Tiny Dancer,Elton John,R&B,2009,60,0.29,0.24,0.62,-36.5,134870493,0.35,169,143278,0.65,0.43,33
Heartless,Kanye West,Rock,2008,109,0.38,0.29,0.69,-42.59,766132836,0.1,188,111807,0.76,0.04,32
One Dance,Drake,Eletrônica,2021,160,0.26,0.85,0.58,-55.19,202767894,0.76,36,22383,0.45,0.33,54
Diamonds,Rihanna,Eletrônica,1983,173,0.64,0.59,0.52,-0.98,480064254,0.44,65,60976,0.04,0.21,54
Don't Start Now,Dua Lipa,Eletrônica,2010,171,0.4,0.98,0.22,-23.73,453850207,0.41,243,95376,0.57,0.26,49
Diamonds,Rihanna,Eletrônica,2003,172,0.44,0.55,0.84,-56.05,708902853,0.45,106,61046,0.27,0.59,60
Fix You,Coldplay,Eletrônica,2001,70,0.93,0.62,0.9,-26.14,565219030,0.38,140,103384,0.44,0.86,68
Hung Up,Madonna,Pop,2002,74,0.32,0.48,0.33,-23.26,381804562,0.86,157,163208,0.77,0.18,44
Grenade,Bruno Mars,Hip-Hop,2005,143,0.88,0.77,0.29,-28.02,498400767,0.03,24,6170,0.26,0.08,46
Don't Start Now,Dua Lipa,Rock,1981,125,0.54,0.69,0.56,-50.1,408713422,0.83,16,113649,0.13,0.91,71
Stronger,Kanye West,Eletrônica,2019,104,0.97,0.73,0.18,-24.75,307373628,0.41,133,175025,0.74,0.76,56
Like a Virgin,Madonna,Rock,2003,158,0.94,0.75,0.63,-33.74,598823598,0.99,163,53042,0.63,0.97,80
Work,Rihanna,Eletrônica,1986,77,0.9,0.73,0.39,-40.55,603220212,0.4,107,12824,0.03,0.87,70
Tiny Dancer,Elton John,Pop,2021,143,0.5,1.0,0.58,-22.15,486533245,0.92,281,181748,0.22,0.37,71
Break My Soul,Beyoncé,Rock,1998,118,0.69,0.6,0.56,-39.15,749484737,0.6,238,56400,0.56,0.87,66
